;0
1995-09-30;-54.049591542408265
1995-10-31;-34.935863053934476
1995-11-30;-18.374140154476052
1995-12-31;13.489878719796351
1996-01-31;-0.8521729640346933
1996-02-29;28.870490444238882
1996-03-31;-33.6096474741507
1996-04-30;-19.419644457637347
1996-05-31;-19.84513811392677
1996-06-30;-23.371933619660005
1996-07-31;-3.1750239919259826
1996-08-31;-26.200936546620227
1996-09-30;-49.88729589693854
1996-10-31;-37.111376301948034
1996-11-30;5.383095767753815
1996-12-31;-28.117544871728896
1997-01-31;-19.22053268675984
1997-02-28;-47.34019995129718
1997-03-31;36.66660077934455
1997-04-30;-12.209174667122376
1997-05-31;-1.268183954118875
1997-06-30;-2.79388469017173
1997-07-31;-21.54644256500822
1997-08-31;-36.45436598705477
1997-09-30;-40.81270614860182
1997-10-31;-39.98883842673953
1997-11-30;-28.251294927429598
1997-12-31;-57.18566377901073
1998-01-31;-10.362612253463311
1998-02-28;-12.290016695413641
1998-03-31;-13.612547469073114
1998-04-30;-38.35580624440595
1998-05-31;-24.11150399324115
1998-06-30;-25.816880130849484
1998-07-31;-24.393511735669133
1998-08-31;-30.83085386089408
1998-09-30;-44.64736516746683
1998-10-31;-38.536102991309946
1998-11-30;-3.3542312975334028
1998-12-31;-10.2347914409944
1999-01-31;-29.025589050735313
1999-02-28;-41.17126622961677
1999-03-31;-44.47389398365885
1999-04-30;-32.591496782905025
1999-05-31;-12.954647840801314
1999-06-30;-23.91024454533008
1999-07-31;-20.523634854315574
1999-08-31;-32.58289103643726
1999-09-30;-44.882991545132484
1999-10-31;-36.70754183857245
1999-11-30;-55.50979362100562
1999-12-31;24.923050519385242
2000-01-31;17.913770028301798
2000-02-29;29.552364653044478
2000-03-31;37.28461776400188
2000-04-30;-4.48957619227501
2000-05-31;-17.30350200534545
2000-06-30;-20.529784190610386
2000-07-31;-20.567562900189273
2000-08-31;-40.75730334756544
2000-09-30;-26.71503539297715
2000-10-31;-43.87695188775014
2000-11-30;-13.249951889127288
2000-12-31;-26.196475044211724
2001-01-31;-66.20337121826616
2001-02-28;-22.033054582697737
2001-03-31;-20.84359794151495
2001-04-30;3.5858530993847566
2001-05-31;-18.121031957976093
2001-06-30;-23.96923010249737
2001-07-31;-10.474103955673336
2001-08-31;-26.12229131693374
2001-09-30;-14.289444523565741
2001-10-31;-21.613413468324218
2001-11-30;21.70947839270373
2001-12-31;-17.28370522314941
2002-01-31;-26.475119993137284
2002-02-28;-23.55310024309837
2002-03-31;-48.210460742218984
2002-04-30;-30.268785639522587
2002-05-31;-9.941913901500108
2002-06-30;-13.990537109258996
2002-07-31;-14.244312934235317
2002-08-31;-11.049504626052972
2002-09-30;-39.1141982382793
2002-10-31;-61.248003638169905
2002-11-30;-65.96426835180299
2002-12-31;-27.341360505852606
2003-01-31;-47.550160859289655
2003-02-28;-37.79139207891055
2003-03-31;-15.825181439469176
2003-04-30;-40.48609574932604
2003-05-31;-23.24019538573755
2003-06-30;-18.46178763753796
2003-07-31;-25.284679892450317
2003-08-31;-25.377809598027806
2003-09-30;-44.89995901356416
2003-10-31;-48.18359914012524
2003-11-30;-54.16458914668564
2003-12-31;-69.80597833172712
2004-01-31;3.343413708585558
2004-02-29;-6.932719506653569
2004-03-31;-6.965240903709173
2004-04-30;-17.871488201411545
2004-05-31;-34.773566668768
2004-06-30;-18.484203942361916
2004-07-31;-16.886599657329516
2004-08-31;-35.88478489746651
2004-09-30;-35.51970046641743
2004-10-31;-53.66390367804627
2004-11-30;-70.93547136039498
2004-12-31;-12.967244932582517
2005-01-31;-22.95220286315785
2005-02-28;-24.56074789303446
2005-03-31;-23.613647514738275
2005-04-30;-5.6604975942184765
2005-05-31;-23.92845402257809
2005-06-30;-22.107633140857686
2005-07-31;-28.451133047023216
2005-08-31;-40.698800007985476
2005-09-30;-61.848043050374066
2005-10-31;-64.29883892192812
2005-11-30;-37.540485177445554
2005-12-31;-56.69574542607786
2006-01-31;-3.0734207632569195
2006-02-28;38.21050683240239
2006-03-31;-7.297510879109261
2006-04-30;-6.527247763474321
2006-05-31;-3.788478529287403
2006-06-30;-20.246136417319804
2006-07-31;-25.11187563203854
2006-08-31;5.340510820982942
2006-09-30;-50.210346948547766
2006-10-31;-50.98978794970148
2006-11-30;-27.885391750067676
2006-12-31;-17.792962792781978
2007-01-31;-68.17624828044956
2007-02-28;-64.69250301190469
2007-03-31;-31.24523933722832
2007-04-30;-18.9097307021878
2007-05-31;-27.46460800067529
2007-06-30;-6.920283578331098
2007-07-31;-20.765816447233842
2007-08-31;-36.99945509698621
2007-09-30;-44.829220255192105
2007-10-31;-22.920121385441348
2007-11-30;-24.90246797410785
2007-12-31;-36.80632193743389
2008-01-31;-8.786014940960953
2008-02-29;-42.9288892368896
2008-03-31;-19.381640752410227
2008-04-30;-32.13982094155896
2008-05-31;-17.850643001118485
2008-06-30;-9.007154223645568
2008-07-31;-20.924508559840163
2008-08-31;-38.60571573622939
2008-09-30;-52.793771870283514
2008-10-31;-70.99606476257625
2008-11-30;-18.148764393222635
2008-12-31;-53.24436052048194
2009-01-31;-21.48813972900558
2009-02-28;9.996077761416643
2009-03-31;-47.27716097101421
2009-04-30;-39.90293700239256
2009-05-31;-25.254259924295084
2009-06-30;-3.4763029747257193
2009-07-31;-15.611183479305975
2009-08-31;-31.000246863474146
2009-09-30;-49.89928923598039
2009-10-31;-33.544319345894706
2009-11-30;-13.055706925936846
2009-12-31;-54.44339207758877
2010-01-31;8.661225618337056
2010-02-28;-21.943658509036766
2010-03-31;-39.55125384409076
2010-04-30;-22.815820516343344
2010-05-31;-24.516738342315396
2010-06-30;-17.22063767038066
2010-07-31;-23.34440568281307
2010-08-31;-40.25568667227134
2010-09-30;-64.41589957492599
2010-10-31;-55.8147786535281
2010-11-30;-37.33311775765043
2010-12-31;-17.65525279952456
2011-01-31;10.85109306457528
2011-02-28;-11.576529010634488
2011-03-31;-17.405331743754232
2011-04-30;7.042919977390973
2011-05-31;-2.6013399796063794
2011-06-30;5.9706130966992745
2011-07-31;-11.151803653977343
2011-08-31;-26.038212873911025
2011-09-30;-61.46783477349769
2011-10-31;-62.62298611182315
2011-11-30;-45.24217095788288
2011-12-31;-43.06839190173105
2012-01-31;-60.14459463719736
2012-02-29;-28.137725193081508
2012-03-31;-27.101287890971363
2012-04-30;-31.99442951308497
2012-05-31;-38.29347548985007
2012-06-30;-4.391102357654333
2012-07-31;-12.700070198286387
2012-08-31;-36.31277078599139
2012-09-30;-27.377510782323505
2012-10-31;-8.903306797515611
2012-11-30;-67.29844418057561
2012-12-31;-18.016108985046728
2013-01-31;-42.459096643227596
2013-02-28;-56.90963257298605
2013-03-31;-28.1268839930504
2013-04-30;-21.108004693901115
2013-05-31;-34.119858830696366
2013-06-30;-17.99958961341071
2013-07-31;-24.157379703160114
2013-08-31;-30.520901544510437
2013-09-30;-61.144587904040705
2013-10-31;-47.508396825911035
2013-11-30;-42.74489287489208
2013-12-31;2.397406865665488
2014-01-31;-49.835195604272414
2014-02-28;23.02032939634347
2014-03-31;-13.93511377767203
2014-04-30;-20.358246261592676
2014-05-31;-28.08903710130946
2014-06-30;-20.022581679235717
2014-07-31;-21.700560678868136
2014-08-31;-28.19077823199021
2014-09-30;-57.10844707518188
2014-10-31;-70.76949587920751
2014-11-30;-16.663911547899716
2014-12-31;-15.211140004386394
2015-01-31;-65.6724020377813
2015-02-28;-54.4314709629572
2015-03-31;-23.169972807085635
2015-04-30;-22.747248978047445
2015-05-31;-39.67218095551233
2015-06-30;-2.1397899675091843
2015-07-31;-14.801884619143756
2015-08-31;-32.53430294087661
2015-09-30;-46.241953463059644
2015-10-31;-74.97972950587983
2015-11-30;-64.2013044313441
2015-12-31;-98.14100504013444
