pr,"	Year", Month, Country, ISO3, ISO2
45.7827,1969,4,ZAF,,
27.5092,1969,5,ZAF,,
7.08558,1969,6,ZAF,,
6.08919,1969,7,ZAF,,
6.83409,1969,8,ZAF,,
17.9908,1969,9,ZAF,,
63.8646,1969,10,ZAF,,
34.9571,1969,11,ZAF,,
48.6363,1969,12,ZAF,,
37.2216,1970,1,ZAF,,
48.4597,1970,2,ZAF,,
19.9225,1970,3,ZAF,,
16.9032,1970,4,ZAF,,
19.9122,1970,5,ZAF,,
22.7387,1970,6,ZAF,,
13.9289,1970,7,ZAF,,
33.4178,1970,8,ZAF,,
19.9537,1970,9,ZAF,,
43.7324,1970,10,ZAF,,
39.841,1970,11,ZAF,,
75.7411,1970,12,ZAF,,
79.5697,1971,1,ZAF,,
57.4711,1971,2,ZAF,,
49.7652,1971,3,ZAF,,
49.9611,1971,4,ZAF,,
31.8534,1971,5,ZAF,,
8.86148,1971,6,ZAF,,
27.3403,1971,7,ZAF,,
24.9358,1971,8,ZAF,,
12.2903,1971,9,ZAF,,
48.7818,1971,10,ZAF,,
51.854,1971,11,ZAF,,
55.0497,1971,12,ZAF,,
113.523,1972,1,ZAF,,
72.387,1972,2,ZAF,,
88.8189,1972,3,ZAF,,
27.3825,1972,4,ZAF,,
17.8437,1972,5,ZAF,,
10.8804,1972,6,ZAF,,
5.41297,1972,7,ZAF,,
8.14982,1972,8,ZAF,,
10.1061,1972,9,ZAF,,
28.4629,1972,10,ZAF,,
44.1,1972,11,ZAF,,
27.7937,1972,12,ZAF,,
37.1214,1973,1,ZAF,,
76.7603,1973,2,ZAF,,
56.1829,1973,3,ZAF,,
50.3289,1973,4,ZAF,,
8.72178,1973,5,ZAF,,
3.25407,1973,6,ZAF,,
14.9685,1973,7,ZAF,,
22.4098,1973,8,ZAF,,
40.499,1973,9,ZAF,,
34.2637,1973,10,ZAF,,
54.5594,1973,11,ZAF,,
86.6539,1973,12,ZAF,,
136.683,1974,1,ZAF,,
109.219,1974,2,ZAF,,
93.632,1974,3,ZAF,,
47.6489,1974,4,ZAF,,
30.0937,1974,5,ZAF,,
15.8327,1974,6,ZAF,,
7.70305,1974,7,ZAF,,
40.6084,1974,8,ZAF,,
13.9004,1974,9,ZAF,,
21.3807,1974,10,ZAF,,
78.9795,1974,11,ZAF,,
56.3363,1974,12,ZAF,,
86.5787,1975,1,ZAF,,
85.7343,1975,2,ZAF,,
72.1865,1975,3,ZAF,,
39.7345,1975,4,ZAF,,
21.9999,1975,5,ZAF,,
14.511,1975,6,ZAF,,
13.0107,1975,7,ZAF,,
11.0106,1975,8,ZAF,,
32.0842,1975,9,ZAF,,
18.5634,1975,10,ZAF,,
60.5045,1975,11,ZAF,,
115.882,1975,12,ZAF,,
125.381,1976,1,ZAF,,
111.823,1976,2,ZAF,,
122.276,1976,3,ZAF,,
45.9576,1976,4,ZAF,,
31.9412,1976,5,ZAF,,
17.1724,1976,6,ZAF,,
13.4479,1976,7,ZAF,,
6.34065,1976,8,ZAF,,
24.8817,1976,9,ZAF,,
71.3132,1976,10,ZAF,,
52.8643,1976,11,ZAF,,
53.3741,1976,12,ZAF,,
70.9318,1977,1,ZAF,,
90.7182,1977,2,ZAF,,
76.623,1977,3,ZAF,,
39.7126,1977,4,ZAF,,
30.5152,1977,5,ZAF,,
11.3364,1977,6,ZAF,,
8.48886,1977,7,ZAF,,
14.6467,1977,8,ZAF,,
47.4635,1977,9,ZAF,,
35.5114,1977,10,ZAF,,
56.0288,1977,11,ZAF,,
72.9554,1977,12,ZAF,,
95.5107,1978,1,ZAF,,
68.6485,1978,2,ZAF,,
73.0019,1978,3,ZAF,,
53.1872,1978,4,ZAF,,
6.51705,1978,5,ZAF,,
6.54791,1978,6,ZAF,,
5.12376,1978,7,ZAF,,
18.4133,1978,8,ZAF,,
24.6175,1978,9,ZAF,,
43.559,1978,10,ZAF,,
41.7975,1978,11,ZAF,,
59.6099,1978,12,ZAF,,
54.2396,1979,1,ZAF,,
57.243,1979,2,ZAF,,
31.379,1979,3,ZAF,,
22.5756,1979,4,ZAF,,
25.0421,1979,5,ZAF,,
9.94591,1979,6,ZAF,,
28.4603,1979,7,ZAF,,
39.8618,1979,8,ZAF,,
17.6224,1979,9,ZAF,,
45.06,1979,10,ZAF,,
51.427,1979,11,ZAF,,
42.6491,1979,12,ZAF,,
60.5648,1980,1,ZAF,,
75.874,1980,2,ZAF,,
44.5416,1980,3,ZAF,,
16.6662,1980,4,ZAF,,
8.59418,1980,5,ZAF,,
9.66687,1980,6,ZAF,,
3.75963,1980,7,ZAF,,
18.3852,1980,8,ZAF,,
46.1414,1980,9,ZAF,,
17.6309,1980,10,ZAF,,
85.2433,1980,11,ZAF,,
55.7543,1980,12,ZAF,,
100.099,1981,1,ZAF,,
83.7342,1981,2,ZAF,,
67.6246,1981,3,ZAF,,
20.3455,1981,4,ZAF,,
26.3051,1981,5,ZAF,,
12.3582,1981,6,ZAF,,
9.42967,1981,7,ZAF,,
49.1886,1981,8,ZAF,,
20.8026,1981,9,ZAF,,
39.3988,1981,10,ZAF,,
49.2275,1981,11,ZAF,,
57.5605,1981,12,ZAF,,
52.2786,1982,1,ZAF,,
35.2068,1982,2,ZAF,,
46.6468,1982,3,ZAF,,
61.6439,1982,4,ZAF,,
6.20244,1982,5,ZAF,,
15.201,1982,6,ZAF,,
20.1926,1982,7,ZAF,,
5.7998,1982,8,ZAF,,
16.2412,1982,9,ZAF,,
61.2988,1982,10,ZAF,,
34.8444,1982,11,ZAF,,
34.6426,1982,12,ZAF,,
40.0246,1983,1,ZAF,,
24.722,1983,2,ZAF,,
40.776,1983,3,ZAF,,
21.7043,1983,4,ZAF,,
28.4345,1983,5,ZAF,,
21.5378,1983,6,ZAF,,
29.2356,1983,7,ZAF,,
10.3455,1983,8,ZAF,,
19.0566,1983,9,ZAF,,
41.7064,1983,10,ZAF,,
80.8367,1983,11,ZAF,,
66.636,1983,12,ZAF,,
62.3019,1984,1,ZAF,,
29.6367,1984,2,ZAF,,
63.6977,1984,3,ZAF,,
26.1991,1984,4,ZAF,,
21.367,1984,5,ZAF,,
13.5844,1984,6,ZAF,,
16.6306,1984,7,ZAF,,
17.2894,1984,8,ZAF,,
16.0113,1984,9,ZAF,,
57.6899,1984,10,ZAF,,
46.4569,1984,11,ZAF,,
31.8004,1984,12,ZAF,,
76.1914,1985,1,ZAF,,
96.3234,1985,2,ZAF,,
41.4325,1985,3,ZAF,,
14.8083,1985,4,ZAF,,
12.6712,1985,5,ZAF,,
11.8739,1985,6,ZAF,,
10.2795,1985,7,ZAF,,
5.461,1985,8,ZAF,,
18.2388,1985,9,ZAF,,
73.7921,1985,10,ZAF,,
54.4114,1985,11,ZAF,,
91.4852,1985,12,ZAF,,
63.1038,1986,1,ZAF,,
40.6024,1986,2,ZAF,,
43.7202,1986,3,ZAF,,
36.552,1986,4,ZAF,,
2.49948,1986,5,ZAF,,
22.6786,1986,6,ZAF,,
6.90742,1986,7,ZAF,,
25.4025,1986,8,ZAF,,
17.5676,1986,9,ZAF,,
63.9367,1986,10,ZAF,,
59.3591,1986,11,ZAF,,
50.0179,1986,12,ZAF,,
40.1078,1987,1,ZAF,,
53.5962,1987,2,ZAF,,
50.179,1987,3,ZAF,,
27.8823,1987,4,ZAF,,
9.66581,1987,5,ZAF,,
13.936,1987,6,ZAF,,
11.7921,1987,7,ZAF,,
24.2927,1987,8,ZAF,,
85.9573,1987,9,ZAF,,
29.4287,1987,10,ZAF,,
62.3673,1987,11,ZAF,,
60.7536,1987,12,ZAF,,
41.0528,1988,1,ZAF,,
127.651,1988,2,ZAF,,
87.5837,1988,3,ZAF,,
54.9068,1988,4,ZAF,,
13.1203,1988,5,ZAF,,
17.8393,1988,6,ZAF,,
8.91672,1988,7,ZAF,,
12.9255,1988,8,ZAF,,
37.8892,1988,9,ZAF,,
59.48,1988,10,ZAF,,
41.3098,1988,11,ZAF,,
90.6775,1988,12,ZAF,,
61.1797,1989,1,ZAF,,
110.378,1989,2,ZAF,,
40.3233,1989,3,ZAF,,
55.2812,1989,4,ZAF,,
13.4527,1989,5,ZAF,,
18.2239,1989,6,ZAF,,
10.0709,1989,7,ZAF,,
9.17506,1989,8,ZAF,,
12.2908,1989,9,ZAF,,
39.0488,1989,10,ZAF,,
87.1435,1989,11,ZAF,,
52.1904,1989,12,ZAF,,
47.6582,1990,1,ZAF,,
57.3875,1990,2,ZAF,,
63.1718,1990,3,ZAF,,
57.7063,1990,4,ZAF,,
10.4257,1990,5,ZAF,,
17.4546,1990,6,ZAF,,
8.13457,1990,7,ZAF,,
12.5752,1990,8,ZAF,,
6.79254,1990,9,ZAF,,
25.0618,1990,10,ZAF,,
22.7407,1990,11,ZAF,,
57.804,1990,12,ZAF,,
113.717,1991,1,ZAF,,
63.15,1991,2,ZAF,,
79.7912,1991,3,ZAF,,
5.92753,1991,4,ZAF,,
10.6128,1991,5,ZAF,,
23.4393,1991,6,ZAF,,
11.3333,1991,7,ZAF,,
4.87694,1991,8,ZAF,,
28.6665,1991,9,ZAF,,
71.7739,1991,10,ZAF,,
37.2828,1991,11,ZAF,,
56.7355,1991,12,ZAF,,
29.3252,1992,1,ZAF,,
37.1748,1992,2,ZAF,,
36.1043,1992,3,ZAF,,
14.4567,1992,4,ZAF,,
4.89625,1992,5,ZAF,,
11.6148,1992,6,ZAF,,
9.81373,1992,7,ZAF,,
22.0714,1992,8,ZAF,,
7.60954,1992,9,ZAF,,
35.6254,1992,10,ZAF,,
54.1272,1992,11,ZAF,,
49.5574,1992,12,ZAF,,
41.1542,1993,1,ZAF,,
60.9931,1993,2,ZAF,,
41.6897,1993,3,ZAF,,
36.1535,1993,4,ZAF,,
12.9808,1993,5,ZAF,,
11.7965,1993,6,ZAF,,
11.217,1993,7,ZAF,,
12.9075,1993,8,ZAF,,
18.3703,1993,9,ZAF,,
61.3099,1993,10,ZAF,,
53.6713,1993,11,ZAF,,
77.1168,1993,12,ZAF,,
76.7241,1994,1,ZAF,,
72.6475,1994,2,ZAF,,
56.0447,1994,3,ZAF,,
18.6393,1994,4,ZAF,,
4.62347,1994,5,ZAF,,
14.4981,1994,6,ZAF,,
13.6903,1994,7,ZAF,,
10.5066,1994,8,ZAF,,
7.41148,1994,9,ZAF,,
29.8253,1994,10,ZAF,,
28.4899,1994,11,ZAF,,
50.3552,1994,12,ZAF,,
68.6747,1995,1,ZAF,,
33.3951,1995,2,ZAF,,
79.1196,1995,3,ZAF,,
29.0664,1995,4,ZAF,,
25.4991,1995,5,ZAF,,
9.84287,1995,6,ZAF,,
7.3696,1995,7,ZAF,,
13.1953,1995,8,ZAF,,
14.8875,1995,9,ZAF,,
45.3688,1995,10,ZAF,,
69.8577,1995,11,ZAF,,
106.253,1995,12,ZAF,,
94.9951,1996,1,ZAF,,
107.292,1996,2,ZAF,,
41.7532,1996,3,ZAF,,
32.621,1996,4,ZAF,,
19.9117,1996,5,ZAF,,
6.39183,1996,6,ZAF,,
26.7414,1996,7,ZAF,,
17.0715,1996,8,ZAF,,
15.4957,1996,9,ZAF,,
50.9236,1996,10,ZAF,,
92.0419,1996,11,ZAF,,
71.3735,1996,12,ZAF,,
75.8443,1997,1,ZAF,,
40.3626,1997,2,ZAF,,
104.291,1997,3,ZAF,,
38.9607,1997,4,ZAF,,
36.1662,1997,5,ZAF,,
26.7482,1997,6,ZAF,,
11.3452,1997,7,ZAF,,
11.5228,1997,8,ZAF,,
18.5827,1997,9,ZAF,,
35.2112,1997,10,ZAF,,
55.8373,1997,11,ZAF,,
36.8281,1997,12,ZAF,,
80.3693,1998,1,ZAF,,
68.8103,1998,2,ZAF,,
62.4085,1998,3,ZAF,,
18.9949,1998,4,ZAF,,
15.391,1998,5,ZAF,,
2.90714,1998,6,ZAF,,
7.94257,1998,7,ZAF,,
13.5682,1998,8,ZAF,,
20.8657,1998,9,ZAF,,
40.2885,1998,10,ZAF,,
82.1206,1998,11,ZAF,,
79.2528,1998,12,ZAF,,
63.7952,1999,1,ZAF,,
44.6645,1999,2,ZAF,,
35.1159,1999,3,ZAF,,
23.9207,1999,4,ZAF,,
28.348,1999,5,ZAF,,
5.36433,1999,6,ZAF,,
12.4046,1999,7,ZAF,,
11.3184,1999,8,ZAF,,
15.6439,1999,9,ZAF,,
42.6219,1999,10,ZAF,,
36.3735,1999,11,ZAF,,
116.431,1999,12,ZAF,,
102.659,2000,1,ZAF,,
102.072,2000,2,ZAF,,
107.652,2000,3,ZAF,,
45.1305,2000,4,ZAF,,
18.4902,2000,5,ZAF,,
9.5164,2000,6,ZAF,,
9.58414,2000,7,ZAF,,
5.53267,2000,8,ZAF,,
34.0571,2000,9,ZAF,,
36.682,2000,10,ZAF,,
67.5411,2000,11,ZAF,,
66.9264,2000,12,ZAF,,
36.2166,2001,1,ZAF,,
54.5417,2001,2,ZAF,,
55.4124,2001,3,ZAF,,
57.0376,2001,4,ZAF,,
19.5565,2001,5,ZAF,,
6.91685,2001,6,ZAF,,
18.9524,2001,7,ZAF,,
19.6571,2001,8,ZAF,,
45.3452,2001,9,ZAF,,
51.1222,2001,10,ZAF,,
103.07,2001,11,ZAF,,
75.8383,2001,12,ZAF,,
68.9674,2002,1,ZAF,,
49.11,2002,2,ZAF,,
30.4093,2002,3,ZAF,,
29.7878,2002,4,ZAF,,
29.5914,2002,5,ZAF,,
15.0966,2002,6,ZAF,,
16.0743,2002,7,ZAF,,
37.3466,2002,8,ZAF,,
23.2372,2002,9,ZAF,,
23.2503,2002,10,ZAF,,
25.7378,2002,11,ZAF,,
67.5211,2002,12,ZAF,,
51.5866,2003,1,ZAF,,
45.143,2003,2,ZAF,,
65.2217,2003,3,ZAF,,
20.6506,2003,4,ZAF,,
15.4383,2003,5,ZAF,,
10.3794,2003,6,ZAF,,
5.91538,2003,7,ZAF,,
16.5849,2003,8,ZAF,,
20.6739,2003,9,ZAF,,
38.4615,2003,10,ZAF,,
36.6203,2003,11,ZAF,,
36.7346,2003,12,ZAF,,
97.4883,2004,1,ZAF,,
73.6275,2004,2,ZAF,,
61.7102,2004,3,ZAF,,
36.0312,2004,4,ZAF,,
6.15042,2004,5,ZAF,,
8.86606,2004,6,ZAF,,
12.0165,2004,7,ZAF,,
11.8172,2004,8,ZAF,,
26.1934,2004,9,ZAF,,
30.0848,2004,10,ZAF,,
27.7879,2004,11,ZAF,,
82.9899,2004,12,ZAF,,
72.9698,2005,1,ZAF,,
58.1974,2005,2,ZAF,,
50.3167,2005,3,ZAF,,
47.8245,2005,4,ZAF,,
16.4693,2005,5,ZAF,,
9.65229,2005,6,ZAF,,
2.90478,2005,7,ZAF,,
8.26032,2005,8,ZAF,,
6.05841,2005,9,ZAF,,
22.4905,2005,10,ZAF,,
54.1941,2005,11,ZAF,,
42.8617,2005,12,ZAF,,
87.4564,2006,1,ZAF,,
113.98,2006,2,ZAF,,
61.3572,2006,3,ZAF,,
46.564,2006,4,ZAF,,
30.3955,2006,5,ZAF,,
6.96505,2006,6,ZAF,,
7.96339,2006,7,ZAF,,
45.6908,2006,8,ZAF,,
11.366,2006,9,ZAF,,
35.417,2006,10,ZAF,,
58.9723,2006,11,ZAF,,
81.8916,2006,12,ZAF,,
34.398,2007,1,ZAF,,
27.2268,2007,2,ZAF,,
52.9355,2007,3,ZAF,,
39.7746,2007,4,ZAF,,
12.0865,2007,5,ZAF,,
21.8579,2007,6,ZAF,,
10.273,2007,7,ZAF,,
7.71507,2007,8,ZAF,,
26.9399,2007,9,ZAF,,
52.8631,2007,10,ZAF,,
65.5046,2007,11,ZAF,,
59.0719,2007,12,ZAF,,
83.7267,2008,1,ZAF,,
45.6874,2008,2,ZAF,,
54.0657,2008,3,ZAF,,
21.9429,2008,4,ZAF,,
23.8575,2008,5,ZAF,,
21.6167,2008,6,ZAF,,
11.8742,2008,7,ZAF,,
9.73439,2008,8,ZAF,,
12.6286,2008,9,ZAF,,
20.724,2008,10,ZAF,,
69.7743,2008,11,ZAF,,
53.838,2008,12,ZAF,,
79.1137,2009,1,ZAF,,
90.6474,2009,2,ZAF,,
30.7291,2009,3,ZAF,,
17.3645,2009,4,ZAF,,
15.1556,2009,5,ZAF,,
26.6185,2009,6,ZAF,,
12.526,2009,7,ZAF,,
12.8889,2009,8,ZAF,,
18.8758,2009,9,ZAF,,
52.208,2009,10,ZAF,,
75.1121,2009,11,ZAF,,
51.5783,2009,12,ZAF,,
102.581,2010,1,ZAF,,
65.1871,2010,2,ZAF,,
42.9904,2010,3,ZAF,,
32.9119,2010,4,ZAF,,
17.6176,2010,5,ZAF,,
10.888,2010,6,ZAF,,
8.44029,2010,7,ZAF,,
5.25173,2010,8,ZAF,,
5.41944,2010,9,ZAF,,
34.7314,2010,10,ZAF,,
56.3986,2010,11,ZAF,,
83.9725,2010,12,ZAF,,
105.974,2011,1,ZAF,,
72.2788,2011,2,ZAF,,
66.3148,2011,3,ZAF,,
60.2157,2011,4,ZAF,,
38.9432,2011,5,ZAF,,
32.5319,2011,6,ZAF,,
16.5844,2011,7,ZAF,,
16.1018,2011,8,ZAF,,
5.87221,2011,9,ZAF,,
26.2993,2011,10,ZAF,,
52.2812,2011,11,ZAF,,
58.8665,2011,12,ZAF,,
45.0159,2012,1,ZAF,,
64.0444,2012,2,ZAF,,
55.6964,2012,3,ZAF,,
23.4256,2012,4,ZAF,,
3.4776,2012,5,ZAF,,
23.4023,2012,6,ZAF,,
18.7266,2012,7,ZAF,,
10.8775,2012,8,ZAF,,
32.0427,2012,9,ZAF,,
75.1647,2012,10,ZAF,,
29.2712,2012,11,ZAF,,
83.3777,2012,12,ZAF,,
62.6002,2013,1,ZAF,,
35.4779,2013,2,ZAF,,
55.7642,2013,3,ZAF,,
33.6637,2013,4,ZAF,,
7.7039,2013,5,ZAF,,
11.1953,2013,6,ZAF,,
9.62866,2013,7,ZAF,,
13.8296,2013,8,ZAF,,
6.50278,2013,9,ZAF,,
36.465,2013,10,ZAF,,
52.758,2013,11,ZAF,,
95.0426,2013,12,ZAF,,
54.9551,2014,1,ZAF,,
106.486,2014,2,ZAF,,
58.2508,2014,3,ZAF,,
34.294,2014,4,ZAF,,
14.5883,2014,5,ZAF,,
8.88728,2014,6,ZAF,,
8.01769,2014,7,ZAF,,
15.7856,2014,8,ZAF,,
11.6591,2014,9,ZAF,,
15.5017,2014,10,ZAF,,
68.9355,2014,11,ZAF,,
84.1863,2014,12,ZAF,,
37.478,2015,1,ZAF,,
35.6441,2015,2,ZAF,,
57.5323,2015,3,ZAF,,
34.3128,2015,4,ZAF,,
5.41119,2015,5,ZAF,,
27.36,2015,6,ZAF,,
19.9437,2015,7,ZAF,,
19.6669,2015,8,ZAF,,
23.2621,2015,9,ZAF,,
22.8417,2015,10,ZAF,,
35.8368,2015,11,ZAF,,
19.5182,2015,12,ZAF,,
