;0
1997-11-30;20.1749
1997-12-31;23.0675
1998-01-31;22.9958
1998-02-28;23.9108
1998-03-31;21.733
1998-04-30;19.2885
1998-05-31;14.4739
1998-06-30;11.9687
1998-07-31;11.8992
1998-08-31;13.6592
1998-09-30;16.4402
1998-10-31;18.8326
1998-11-30;20.5447
1998-12-31;22.1917
1999-01-31;24.0429
1999-02-28;23.8861
1999-03-31;22.783
1999-04-30;19.0882
1999-05-31;14.7118
1999-06-30;12.5034
1999-07-31;12.6101
1999-08-31;13.5633
1999-09-30;15.5734
1999-10-31;19.1854
1999-11-30;22.0043
1999-12-31;22.684
2000-01-31;21.8089
2000-02-29;23.0132
2000-03-31;21.3794
2000-04-30;17.2778
2000-05-31;13.1742
2000-06-30;12.0955
2000-07-31;11.1458
2000-08-31;14.213
2000-09-30;15.3522
2000-10-31;19.2008
2000-11-30;20.2078
2000-12-31;22.4642
2001-01-31;23.2711
2001-02-28;22.9585
2001-03-31;22.0705
2001-04-30;17.8671
2001-05-31;14.754000000000001
2001-06-30;12.1481
2001-07-31;10.8781
2001-08-31;13.3387
2001-09-30;15.3611
2001-10-31;19.6474
2001-11-30;20.5678
2001-12-31;22.0189
2002-01-31;22.7233
2002-02-28;23.0563
2002-03-31;21.8747
2002-04-30;19.2262
2002-05-31;14.2301
2002-06-30;10.8739
2002-07-31;10.603
2002-08-31;13.6
2002-09-30;16.6029
2002-10-31;19.3788
2002-11-30;20.2309
2002-12-31;22.906
2003-01-31;24.1017
2003-02-28;24.165
2003-03-31;21.8018
2003-04-30;19.8722
2003-05-31;14.7251
2003-06-30;11.3563
2003-07-31;11.5017
2003-08-31;12.0031
2003-09-30;16.0207
2003-10-31;19.4977
2003-11-30;21.503
2003-12-31;22.6896
2004-01-31;22.1557
2004-02-29;23.7345
2004-03-31;21.2662
2004-04-30;18.7184
2004-05-31;16.0444
2004-06-30;12.2937
2004-07-31;10.7435
2004-08-31;14.4465
2004-09-30;15.7773
2004-10-31;19.5158
2004-11-30;23.115
2004-12-31;23.5176
2005-01-31;23.8674
2005-02-28;24.0892
2005-03-31;21.4467
2005-04-30;17.8718
2005-05-31;15.3702
2005-06-30;12.2517
2005-07-31;12.7632
2005-08-31;13.8961
2005-09-30;17.715999999999998
2005-10-31;19.6636
2005-11-30;21.3609
2005-12-31;22.2162
2006-01-31;23.8633
2006-02-28;23.4613
2006-03-31;20.406
2006-04-30;18.1627
2006-05-31;13.0951
2006-06-30;12.0057
2006-07-31;12.4946
2006-08-31;12.792
2006-09-30;16.8857
2006-10-31;19.9092
2006-11-30;21.2595
2006-12-31;22.7642
2007-01-31;24.1109
2007-02-28;23.9915
2007-03-31;21.8551
2007-04-30;19.2967
2007-05-31;14.8777
2007-06-30;11.9167
2007-07-31;11.3943
2007-08-31;13.4075
2007-09-30;17.6812
2007-10-31;18.7217
2007-11-30;20.3823
2007-12-31;22.182
2008-01-31;23.5756
2008-02-29;23.6587
2008-03-31;21.6058
2008-04-30;17.7293
2008-05-31;15.7454
2008-06-30;12.4161
2008-07-31;12.0809
2008-08-31;14.2858
2008-09-30;15.4907
2008-10-31;19.2702
2008-11-30;21.5899
2008-12-31;23.4376
2009-01-31;23.715
2009-02-28;23.2228
2009-03-31;21.6355
2009-04-30;19.4344
2009-05-31;15.0263
2009-06-30;12.5005
2009-07-31;11.4138
2009-08-31;14.0954
2009-09-30;16.5694
2009-10-31;19.6818
2009-11-30;20.4723
2009-12-31;22.5364
2010-01-31;23.5809
2010-02-28;23.733
2010-03-31;22.7864
2010-04-30;18.8508
2010-05-31;15.8603
2010-06-30;11.6755
2010-07-31;12.7201
2010-08-31;14.264000000000001
2010-09-30;17.6093
2010-10-31;19.2974
2010-11-30;21.3884
2010-12-31;22.7712
2011-01-31;23.5056
2011-02-28;23.5616
2011-03-31;22.6716
2011-04-30;17.9067
2011-05-31;16.3127
2011-06-30;11.1652
2011-07-31;10.712
2011-08-31;13.2489
2011-09-30;17.0992
2011-10-31;18.8513
2011-11-30;20.3291
2011-12-31;22.1289
2012-01-31;24.6496
2012-02-29;23.6395
2012-03-31;22.1803
2012-04-30;17.8388
2012-05-31;15.1222
2012-06-30;11.8425
2012-07-31;11.4399
2012-08-31;13.2948
2012-09-30;15.5943
2012-10-31;18.7455
2012-11-30;21.3511
2012-12-31;22.9381
2013-01-31;24.0547
2013-02-28;23.9717
2013-03-31;22.6396
2013-04-30;17.9122
2013-05-31;15.4315
2013-06-30;12.1727
2013-07-31;12.25
2013-08-31;12.8801
2013-09-30;15.8463
2013-10-31;18.9665
2013-11-30;21.3842
2013-12-31;22.7076
2014-01-31;24.612
2014-02-28;24.0207
2014-03-31;21.36
2014-04-30;18.2891
2014-05-31;15.8335
2014-06-30;11.7525
2014-07-31;11.6163
2014-08-31;14.1019
2014-09-30;17.1829
2014-10-31;19.8248
2014-11-30;20.4751
2014-12-31;22.7249
2015-01-31;24.0772
2015-02-28;22.9488
2015-03-31;22.445
2015-04-30;18.201
2015-05-31;16.3513
2015-06-30;11.7428
2015-07-31;11.9777
2015-08-31;12.8996
2015-09-30;17.0865
2015-10-31;20.7942
2015-11-30;20.7684
2015-12-31;24.174
